clause_id;source_id;locator;statement;where_cited;status;evidence_level;source_locator
VND-04::П. 50-18;VND-04;П. 50-18;Распределение в стрессе определяется с учётом экспертного опыта;risk_appetite/FINDINGS_RA.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:260
VND-04::П. 50-23;VND-04;П. 50-23;Стресс-тестирование по общеэкономическому сценарию проводится не реже одного раза в год;risk_appetite/FINDINGS_RA.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:261
VND-04::П. 55;VND-04;П. 55;БРМ ежемесячно готовит отчёт по стресс-тестированию рыночных рисков и риска ликвидности до 30 числа следующего месяца;risk_appetite/FINDINGS_RA.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:262
VND-04::П. 57;VND-04;П. 57;Допускается использовать иные значения факторов риска, не указанные в Методике;risk_appetite/FINDINGS_RA.md Р11;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:263
VND-04::П. 62;VND-04;П. 62;Предусмотрено предоставление Методики, включая приложения, уполномоченным органам и третьим лицам;risk_appetite/FINDINGS_RA.md МС1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:264
VND-04::Приложение 7;VND-04;Приложение 7;SIPOC фиксирует отсутствие единой базы по стресс-тестированию, несколько источников и подразделений, автоматизацию 30 % при цели 40 %;risk_appetite/FINDINGS_RA.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:265
"VND-05::Пп. 3, 8, 9 и 6; Приложение 4.6";VND-05;"Пп. 3, 8, 9 и 6; Приложение 4.6";Определены классификация индивидуальный/однородный актив и ежемесячное распределение по корзинам;provisions_method/README.md § 1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:271
VND-05::П. 14 / 25;VND-05;П. 14 / 25;"Для индивидуальной оценки в зарегистрированном разборе указан порог 180 млн ₸; он конфликтует с минимумом 50 млн ₸ в KZ-ARRFR-061, определение 5)";provisions_method/PACKAGE_1_NPA_VND.md К-1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:272
VND-05::Приложение 4.6;VND-05;Приложение 4.6;"Корзина 1: DPD 0–29; корзина 2: DPD 30–90; корзина 3: DPD 91–9999";provisions_method/README.md § 1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:273
VND-05::Приложение 4.3, лист Result;VND-05;Приложение 4.3, лист Result;"DR(i,j)=D(i,j)/N(i,j); PD(j) — среднее по поколениям, достигшим возраста j";provisions_method/README.md § 2.2;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:274
VND-05::Приложение 4.3, строки 79–91;VND-05;Приложение 4.3, строки 79–91;Зарегистрированы формулы survival, месячного PD, PD12, lifetime PD и экстраполяции при короткой истории;provisions_method/README.md § 2.2;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:275
VND-05::Приложение 4, п. 7 г;VND-05;Приложение 4, п. 7 г;"Оздоровлённые займы исключаются из дефолтов на дату расчёта; повторный дефолт получает новую дату";provisions_method/README.md § 2.2;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:276
VND-05::Приложение 4.8;VND-05;Приложение 4.8;"PIT-множитель строится через ожидаемый DR и ограничивается диапазоном 0,95–1,15; в нейтральной зоне 0,99–1,01 не применяется";provisions_method/README.md § 2.2;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:277
VND-05::Приложение 4.5, лист result, F6;VND-05;Приложение 4.5, лист result, F6;"RR(i,j)=min(R_disc(i,j)/(EAD_i+C_i);1); столбец C_i не определён";provisions_method/README.md § 2.3, П-1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:278
VND-05::Приложения 4.4 и 4.4а;VND-05;Приложения 4.4 и 4.4а;Зарегистрирована формула ликвидационной стоимости залога с коэффициентами ликвидности, изменения цены и дисконтированием;provisions_method/README.md § 2.3;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:279
VND-05::Приложение 4.2, лист Product;VND-05;Приложение 4.2, лист Product;"Корзина 1: V×PD12×LGD; корзина 2: V×PDLT×LGD; корзина 3: max(V−ER;0)";provisions_method/README.md § 2.5;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:280
VND-05::Приложение 4, пп. 12–13;VND-05;Приложение 4, пп. 12–13;Описаны признаки обесценения и двухэтапное оздоровление из корзины 3 в 2 и затем в 1;provisions_method/README.md § 2.6;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:281
VND-05::Приложение 2;VND-05;Приложение 2;"Корзины 1–2: EL=Σ(PD_t×LGD_t×EAD_t×D_t); Stage 3 ниже порога: EL=GBV×LGD; выше порога: EL=GBV−(PV1+PV2)";provisions_method/README.md § 3;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:282
VND-05::П. 7;VND-05;П. 7;"Горизонт 12 месяцев для корзины 1 и весь срок для корзины 2; дисконтирование по первоначальной EIR, для плавающей ставки — по текущей";provisions_method/README.md § 3;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:283
VND-05::Приложение 3;VND-05;Приложение 3;Межбанковские требования рассчитываются отдельным контуром;provisions_method/README.md § 3а;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:284
VND-05::Приложения 5–10;VND-05;Приложения 5–10;"Внутренние рейтинговые модели и параметры PD/LGD разобраны отдельно; часть источников устарела или синтетическая";provisions_method/README.md § 3б, П-12…П-14;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:285
VND-06::П. 3;VND-06;П. 3;"Основание контура пересмотра риск-аппетита; сроки мероприятий — 30.09.2026 и 31.12.2026";risk_appetite/README.md, srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:291
VND-07::Весь документ;VND-07;Весь документ;"В действующей в разборе версии 49 нумерованных позиций; 37 относятся к зоне БРМ по контролирующему лицу";srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:297
VND-07::П. 22;VND-07;П. 22;Бюджетирование не полностью учитывает уровни риск-аппетита и результаты реверсивного стресс-теста;srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:298
VND-07::П. 35;VND-07;П. 35;Периодичность валидации моделей кредитного риска не соответствует требованиям;srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:299
VND-07::Пп. 37–38;VND-07;Пп. 37–38;Не закрыты качественная часть заявления риск-аппетита и два нижних уровня реагирования;srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:300
VND-07::Пп. 40, 44–47;VND-07;Пп. 40, 44–47;Открыты требования к сценариям, частоте стресс-тестов, интеграции в планирование и документированию допущений;srep_action_plan/README.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:301
VND-13::Пп. 6–7;VND-13;Пп. 6–7;"Пруденциальная величина определяется через задолженность и дисконтированные будущие потоки; если МСФО-провизия выше, признаётся она";provisions_method/README.md § 4, provisions_method/PACKAGE_1_NPA_VND.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:307
VND-13::П. 8;VND-13;П. 8;"Индивидуальный актив определяется через 0,2 % собственного капитала и минимальную абсолютную границу; банки и МФО оцениваются индивидуально";provisions_method/README.md § 1;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:308
VND-13::П. 11;VND-13;П. 11;Расчёт выполняется не реже одного раза в шесть месяцев;provisions_method/PACKAGE_1_NPA_VND.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:309
VND-13::П. 12;VND-13;П. 12;Зарегистрирована логика дисконтированных денежных потоков;provisions_method/PACKAGE_1_NPA_VND.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:310
VND-13::П. 15;VND-13;П. 15;Положительная разница между пруденциальной и МСФО-величиной отражается по зарегистрированному порядку;provisions_method/PACKAGE_1_NPA_VND.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:311
VND-13::П. 26;VND-13;П. 26;Положительная разница ежемесячно уменьшается на провизии по полностью погашенным и списанным займам;provisions_method/PACKAGE_1_NPA_VND.md;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:312
VND-13::Приложения 1–3.3;VND-13;Приложения 1–3.3;"Расчётное ядро прочитано; действующее внешнее основание после отмены KZ-NBRK-170 не подтверждено";provisions_method/README.md § 4, provisions_method/PACKAGE_1_NPA_VND.md К-3;ПОДТВЕРЖДЕНО;registered_vnd_analysis;docs/analysis/npa_registry/CITED.md:313
US-OCC-30D::II.E;US-OCC-30D;II.E;Лимиты устанавливаются так, чтобы побуждать снизить риск до того, как профиль поставит под угрозу доходы, ликвидность и капитал;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:319
US-OCC-30D::II.F;US-OCC-30D;II.F;"Лимиты концентрации; агрегированные лимиты подразделений не превышают лимиты заявления";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:320
US-OCC-30D::II.H;US-OCC-30D;II.H;Протокол при нарушении: различать по тяжести, письменное описание устранения, ответственность с учётом величины, частоты и повторяемости;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:321
US-OCC-30D::II.G.3;US-OCC-30D;II.G.3;Отчёт о риск-профиле против аппетита не реже чем ежеквартально;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:322
HK-CRG8::4.2.1–4.2.2;HK-CRG8;4.2.1–4.2.2;Clustering limit — агрегатный предел на сумму крупных экспозиций, обязателен;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:323
HK-CRG8::5.1.4;HK-CRG8;5.1.4;Порог отдельного одобрения — 5 % капитала;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:324
HK-CRG8::5.3.1;HK-CRG8;5.3.1;Мониторинг против лимитов — ежедневно;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:325
HK-IC1::4.2.3–4.2.5;HK-IC1;4.2.3–4.2.5;Двусторонний тест лимита, каскадирование, регулярный пересмотр;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:326
HK-IC5::2.6.16, 2.8.2, 2.8.3;HK-IC5;2.6.16, 2.8.2, 2.8.3;"Независимая валидация моделей не реже года; стресс-тест учитывается при установлении лимитов";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:327
SG-BSM::2.2, 2.3.1;SG-BSM;2.2, 2.3.1;"Пересмотр не реже раза в год; обстоятельства превышения лимита и орган одобрения";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:328
SG-CR::3.3.1, 3.7.2, 4.8.5;SG-CR;3.3.1, 3.7.2, 4.8.5;"Стресс-тест при установлении лимитов; целевые лимиты на доли рейтинговых полос";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:329
UK-SS3115::2.8A, 2.8C, 2.30, гл. 4;UK-SS3115;2.8A, 2.8C, 2.30, гл. 4;"Пересмотр не реже года; обратное стресс-тестирование";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:330
RU-3624U::П. 4.14;RU-3624U;П. 4.14;«Сигнальные значения» — показатели высокой степени использования лимита, и перечень корректирующих мероприятий под каждое;risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:331
RU-3624U::П. 2.5, 6.4;RU-3624U;П. 2.5, 6.4;"Пересмотр документов ВПОДК не реже года; отчёты о значимых рисках ежеквартально";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:332
RU-220I::П. 5.10, 6.1, 6.2, 6.3, 7.4, 10.2;RU-220I;П. 5.10, 6.1, 6.2, 6.3, 7.4, 10.2;"Н6 = 25 %; Н7 = 800 %; Н25 = 20 %; крупный кредитный риск определяется по ст. 65 закона о Банке России по балансовой стоимости без взвешивания; нормативы соблюдаются ежедневно";risk_appetite/BENCHMARK.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:333
RU-845P::Гл. 15, прил. 4, п. 2.8;RU-845P;Гл. 15, прил. 4, п. 2.8;Виды валидации, девять ежегодных анализов, запрет менять методы под фазу цикла (15.6), независимость 15.8, 14 КПК с недопустимыми диапазонами, use test;risk_appetite/BENCHMARK.md, risk_appetite/ZONES_METHOD.md;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:334
NST-2026-MR::Таблица 3, стр. 14–15;NST-2026-MR;Таблица 3, стр. 14–15;Периметр кредитного риска. Не анализируются: дебиторская задолженность, займы финансовым институтам и госструктурам. Распределены по другим портфелям: индивидуальные займы, займы в ОУСА, займы с господдержкой. Займы ЛСБОО — внутри ячейки «Анализируются все портфели», то есть самостоятельный портфель;nst_credit/NST_CREDIT.md §§ 2.1, 15.2, 16.8 (О28);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:345
NST-2026-MR::Таблица 4, стр. 15–16;NST-2026-MR;Таблица 4, стр. 15–16;Критерии отнесения к портфелям. У пяти сегментов содержательного критерия нет — отсылка «согласно требованиям регуляторной отчётности»;nst_credit/NST_CREDIT.md §§ 2.2, 16.9;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:346
NST-2026-MR::П. 15, стр. 9;NST-2026-MR;П. 15, стр. 9;Горизонт — поквартальная динамика на трёхлетнем периоде;nst_credit/NST_CREDIT.md § 15.4;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:347
NST-2026-MR::П. 29, стр. 15;NST-2026-MR;П. 29, стр. 15;Дословно: «первичная сегментация выполняется в рамках AQR и может отклоняться от приведённых ниже критериев»;nst_credit/NST_CREDIT.md §§ 2.2, 15.2 (Н11);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:348
NST-2026-MR::П. 30, стр. 17;NST-2026-MR;П. 30, стр. 17;Основной капитал, k1 и RWA считаются «в соответствии с определениями, данными в Постановлении Правления НБК № 170» — акт отменён 28.04.2026 и заменён Нормативами № 85 (KZ-NBRK-170 → KZ-ARRFR-085), а руководство выпущено в августе 2026;nst_credit/NST_CREDIT.md § 16.8 (О30);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:349
NST-2026-MR::П. 38;NST-2026-MR;П. 38;Модели провизий для НСТ — адаптированные модели МСФО 9 банка;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:350
NST-2026-MR::П. 44, стр. 20–21;NST-2026-MR;П. 44, стр. 20–21;"SICR-триггеры НСТ, «не нарушая другие триггеры»: троекратный рост PD за срок → стадия 2; актив с годовой PD < 0,3 % (квартальная TR1-3 < 0,075 %) может считаться низкорисковым. Собственные критерии — если консервативнее";nst_credit/NST_CREDIT.md § 15.6 (В1);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:351
NST-2026-MR::П. 66, стр. 25;NST-2026-MR;П. 66, стр. 25;"Вес сценария при расчёте провизий — 100 %; взвешивание сценариев не применяется";nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:352
NST-2026-MR::П. 69, стр. 26;NST-2026-MR;П. 69, стр. 26;Корпоративные облигации по амортизированной стоимости идут через рыночный риск, не через кредитный;nst_credit/NST_CREDIT.md § 15.5 (О26);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:353
NST-2026-MR::П. 80, стр. 28;NST-2026-MR;П. 80, стр. 28;"Исторические вероятности переходов — минимум за квартал; «вероятности переходов за месяц не могут быть использованы банками ввиду недостаточности периода для созревания займов»";nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:354
NST-2026-MR::П. 82–83, стр. 28;NST-2026-MR;П. 82–83, стр. 28;"При наличии моделей — матрица миграций рейтингов point-in-time; Агентство может запросить данные на уровне рейтинга";nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:355
NST-2026-MR::П. 96–97, 102, 108–109, стр. 30, 33, 37–38;NST-2026-MR;П. 96–97, 102, 108–109, стр. 30, 33, 37–38;"Полы, которые шаблон проверяет сам: провизии стресс ≥ базовый ≥ отчётная дата; покрытие EAD стадии 1 не ниже отчётной даты; накопленные провизии стадии 3 не сокращаются";nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:356
NST-2026-MR::Таблица 5, стр. 62–63;NST-2026-MR;Таблица 5, стр. 62–63;"Референсные ставки ЧПД; строка «Крупные займы физических лиц (более 200 млн тенге)» на месте";nst_credit/NST_CREDIT.md §§ 2.4, 15.2;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:357
NST-2026-INS::П. 6, стр. 5;NST-2026-INS;П. 6, стр. 5;Данные на отчётную дату заполняются по формам регуляторной отчётности — 700-N, отчёт о выполнении пруденциальных нормативов, PORTF, INVEST и иные, скорректированным на результаты AQR. В версии 2026 добавлена сноска на Постановление НБК от 02.12.2025 № 88;nst_credit/NST_CREDIT.md §§ 2.3, 15.2, 16.9;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:363
NST-2026-INS::П. 7–8, стр. 5;NST-2026-INS;П. 7–8, стр. 5;"Единицы: тысячи тенге; проценты — с двумя знаками";nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:364
NST-2026-INS::П. 11, стр. 6;NST-2026-INS;П. 11, стр. 6;В пояснительной записке перечисляются все изменения расчётов на уровне не ниже портфеля;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:365
NST-2026-INS::П. 15, стр. 8;NST-2026-INS;П. 15, стр. 8;Конфиденциальность: шаблон, сценарии, руководство, инструкция, шаблон пояснительной записки и материалы обучающих сессий не подлежат распространению за пределами вовлечённых сотрудников без письменного разрешения Агентства;"nst_credit/NST_CREDIT.md § 15.1; корневой CLAUDE.md § 2";ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:366
NST-2026-INS::П. 17, стр. 9;NST-2026-INS;П. 17, стр. 9;Пять листов кредитного риска, включая «КР модели»;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:367
NST-2026-INS::П. 23–30;NST-2026-INS;П. 23–30;"Состав листа «КР модели»; п. 26 — пустых ячеек не допускается, вместо пропуска ставится ноль";nst_credit/NST_CREDIT.md §§ 15.5, 15.10 (П3);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:368
NST-2026-INS::П. 32, стр. 13;NST-2026-INS;П. 32, стр. 13;Лист «КР расчет провизий» состоит из двух секций — «на отчётную дату» и «в стресс-тесте»;nst_credit/NST_CREDIT.md § 15.4;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:369
NST-2026-INS::П. 33, стр. 13;NST-2026-INS;П. 33, стр. 13;Вне периметра AQR применяется «подход, который используется в рамках внутреннего управления рисками»;nst_credit/NST_CREDIT.md §§ 15.5, 15.6 (О26);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:370
NST-2026-INS::П. 35, стр. 14;NST-2026-INS;П. 35, стр. 14;Требования банка к ОУСА исключаются из дебиторской задолженности;nst_credit/NST_CREDIT.md § 15.5 (О26);ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:371
NST-2026-INS::П. 148, стр. 60;NST-2026-INS;П. 148, стр. 60;Соответствие статей формы 700-Н и сегментации НСТ;nst_credit/NST_CREDIT.md § 2.3;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:372
NST-2026-INS::Таблица 2, стр. 11–13;NST-2026-INS;Таблица 2, стр. 11–13;Перечень полей листа «КР модели»: переменные, преобразования, лаги, p-value, VIF, ADF, KPSS, Granger, R², Durbin–Watson, Breusch–Pagan, AIC, BIC, Jarque–Bera, Shapiro–Wilk;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:373
NST-2026-INS::Таблица 3, стр. 14–15;NST-2026-INS;Таблица 3, стр. 14–15;Перечень полей листа «КР расчет провизий», секция «на отчётную дату». Это не Таблица 3 руководства — совпадает только номер;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:374
NST-2026-INS::Таблица 4, стр. 16–18;NST-2026-INS;Таблица 4, стр. 16–18;Перечень полей той же секции «в стресс-тесте», поквартально в двух сценариях;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:375
NST-2026-INS::Таблица 5, стр. 18–20;NST-2026-INS;Таблица 5, стр. 18–20;Перечень полей листа «КР фактические данные банка»: TR1-1, TR1-2, TR1-3, TR2-1, TR2-2, TR2-3 за квартал и за год;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:376
NST-2026-EDU::Стр. 5;NST-2026-EDU;Стр. 5;Шаблон результатов AQR передаёт Агентство — старт кредитного блока привязан к его получению;nst_credit/NST_CREDIT.md §§ 15.5, 16.1;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:382
NST-2026-EDU::Стр. 6;NST-2026-EDU;Стр. 6;Вне периметра AQR источники — 700-Н и кредитный регистр;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:383
NST-2026-EDU::Стр. 7;NST-2026-EDU;Стр. 7;Лист «КР модели» заполняется «независимо от состава информации, раскрываемой банком в пояснительной записке» — пропустить лист нельзя;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:384
NST-2026-EDU::Стр. 10;NST-2026-EDU;Стр. 10;Лист «КР фактические данные банка» заполняется без учёта AQR;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:385
NST-2026-EDU::Стр. 13;NST-2026-EDU;Стр. 13;Ограничения: провизии стресс ≥ базовый ≥ отчётная дата, нарушение подсвечивается;nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:386
NST-2026-EDU::Стр. 14;NST-2026-EDU;Стр. 14;PD lifetime и PD стадии 2 в шаблоне не заполняются — идут через LRLT;nst_credit/NST_CREDIT.md § 15.5;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:387
NST-2026-EDU::Стр. 15–17;NST-2026-EDU;Стр. 15–17;При низком качестве обоснований Агентство принимает результат собственной Top-Down модели. Предельных уровней значимости не задаёт, но требует интуитивности знаков, стационарности, гомоскедастичности, нормальности и независимости остатков, отсутствия мультиколлинеарности;nst_credit/NST_CREDIT.md § 15.6;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:388
NST-2026-SCN::Стр. 5;NST-2026-SCN;Стр. 5;Сценарии одобрены 28.07.2026;nst_credit/NST_CREDIT.md § 15.1;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:394
NST-2026-SCN::Весь документ;NST-2026-SCN;Весь документ;59 показателей поквартально 2026–2028, базовый и стрессовый сценарии;nst_credit/NST_CREDIT.md § 15.7;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:395
NST-2026-SCN::Таблица 5, стр. 21;NST-2026-SCN;Таблица 5, стр. 21;Мгновенные шоки. Это не Таблица 5 руководства и не Таблица 5 инструкции;nst_credit/NST_CREDIT.md § 15.1;ПОДТВЕРЖДЕНО;verified_clause_index;docs/analysis/npa_registry/CITED.md:396
